Season	Episode	AirDate	Viewers	Product	Deal	Sharks
6	28	2015-05-08	6.68	you kick ass	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	29	2015-05-15	7.04	shark wheel	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
6	29	2015-05-15	7.04	gato cafe	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
6	29	2015-05-15	7.04	sway motorsports	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
6	29	2015-05-15	7.04	spikeball	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
7	1	2015-09-25	6.08	the beebo	YES	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	1	2015-09-25	6.08	acton	NO	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	1	2015-09-25	6.08	mcclary bros. drinking vinegars	NO	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	1	2015-09-25	6.08	signalvault	YES	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	2	2015-10-02	6.82	o'dang hummus	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	2	2015-10-02	6.82	splikity	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	2	2015-10-02	6.82	mikki bey eyelash extensions	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	2	2015-10-02	6.82	loliware	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	3	2015-10-09	5.84	foot cardigan	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Troy Carter
7	3	2015-10-09	5.84	valpark	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Troy Carter
7	3	2015-10-09	5.84	the two guys bowtie company	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Troy Carter
7	3	2015-10-09	5.84	nerdwax	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Troy Carter
7	4	2015-10-16	5.85	table 87 coal oven pizza	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	4	2015-10-16	5.85	ez-pee-z	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	4	2015-10-16	5.85	milk + brookies	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	4	2015-10-16	5.85	dude products	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	5	2015-10-23	6.36	three jerks jerky	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	5	2015-10-23	6.36	the skinny mirror	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	5	2015-10-23	6.36	switch witch	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	5	2015-10-23	6.36	xcraft	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	6	2015-10-30	6.16	rent like a champion	YES	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	6	2015-10-30	6.16	hotshot	NO	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	6	2015-10-30	6.16	windcatcher technology	YES	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	6	2015-10-30	6.16	stem center usa	YES	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	7	2015-11-06	6.71	wink frozen desserts	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	7	2015-11-06	6.71	saavy naturals	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	7	2015-11-06	6.71	clean cube	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	7	2015-11-06	6.71	simply fit board	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	8	2015-11-13	6.14	afresheet	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	8	2015-11-13	6.14	unshrinkit	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	8	2015-11-13	6.14	grip clean	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	8	2015-11-13	6.14	polarpro	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	9	2015-11-20	6.9	national association of bubble soccer	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	9	2015-11-20	6.9	brazi bites	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	9	2015-11-20	6.9	umano	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	9	2015-11-20	6.9	socktabs	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	10	2015-12-04	6.16	leaux racing trikes	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	10	2015-12-04	6.16	glow recipe	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	10	2015-12-04	6.16	sarah oliver handbags	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	10	2015-12-04	6.16	trunkster	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	11	2015-12-11	6	geekmytree	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	11	2015-12-11	6	beard head	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	11	2015-12-11	6	lovepop	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	11	2015-12-11	6	piperwai	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	12	2016-01-05	4.32	abs pancakes	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	12	2016-01-05	4.32	extreme sandbox	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	12	2016-01-05	4.32	total tie keep	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	12	2016-01-05	4.32	fireavert	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	13	2016-01-08	5.76	spretz	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	13	2016-01-08	5.76	hungry harvest	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	13	2016-01-08	5.76	controlled chaos	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	13	2016-01-08	5.76	ezpz	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	14	2016-01-15	5.64	fixed	YES	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	14	2016-01-15	5.64	hatch baby	YES	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	14	2016-01-15	5.64	village scholarships	NO	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	14	2016-01-15	5.64	beard king	YES	Mark Cuban, Chris Sacca, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	15	2016-01-29	6.81	shefit	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	15	2016-01-29	6.81	co.alition	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
7	15	2016-01-29	6.81	icybreeze	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
